title,media,date,datetime,desc,link,img
UNICEF Haiti Humanitarian Situation Report No. 9: November 2023 - Haiti,ReliefWeb,8 mins ago,2023-12-31 18:13:14.075517,,https://reliefweb.int/report/haiti/unicef-haiti-humanitarian-situation-report-no-9-november-2023&ved=2ahUKEwi6_9CkpbqDAxUPJTQIHcIjBcMQxfQBegQICRAC&usg=AOvVaw0H4vpoeSK2BrcIjhIMibQW,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Humanitarian crisis worsens in Gaza as Israel-Hamas war rages: live updates,CNN,9 mins ago,2023-12-31 18:12:14.079101,,https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-12-31-23/index.html&ved=2ahUKEwi6_9CkpbqDAxUPJTQIHcIjBcMQxfQBegQIABAC&usg=AOvVaw3TOljpJuShz6nV2nYIjtXG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
India's Humanitarian leadership shines in 2023: A year of global aid and compassion,The Times of India,1 hour ago,2023-12-31 17:21:14.092174,,https://m.timesofindia.com/india/indias-humanitarian-leadership-shines-in-2023-a-year-of-global-aid-and-compassion/articleshow/106425124.cms&ved=2ahUKEwi6_9CkpbqDAxUPJTQIHcIjBcMQxfQBegQIAxAC&usg=AOvVaw3jNlwzAvf39BhCm89GQUKt,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Seeking an end to the conflict & humanitarian crisis,The Financial Express,2 hours ago,2023-12-31 16:21:14.106981,,https://thefinancialexpress.com.bd/views/seeking-an-end-to-the-conflict-humanitarian-crisis&ved=2ahUKEwi6_9CkpbqDAxUPJTQIHcIjBcMQxfQBegQIBRAC&usg=AOvVaw3WR9jWtoTvflAN7h3VuHNg,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
LIVE UPDATES: Humanitarian crisis worsens in Gaza as Israeli war intensifies - War on Gaza - War on Gaza,Ahram Online,4 hours ago,2023-12-31 14:21:14.120045,,https://english.ahram.org.eg/NewsContent/58/1262/514874/War-on-Gaza/War-on-Gaza/LIVE-UPDATES-Humanitarian-crisis-worsens-in-Gaza-a.aspx&ved=2ahUKEwi6_9CkpbqDAxUPJTQIHcIjBcMQxfQBegQIBxAC&usg=AOvVaw07r4F-bQEAQcdlQAsl0vA7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
KSrelief's Global Humanitarian Aid Expansion; Saudi's Artistic Celebrations,BNN Breaking,4 hours ago,2023-12-31 14:21:14.137381,,https://bnnbreaking.com/world/saudi-arabia/ksrelief-boosts-humanitarian-efforts-globally-saudi-arabia-celebrates-art-and-tradition/&ved=2ahUKEwi6_9CkpbqDAxUPJTQIHcIjBcMQxfQBegQIARAC&usg=AOvVaw0efnduO9Zoj3O7xUYGQFQX,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Unicef Seeks $135.6m To Address Pakistan’s Humanitarian Crisis | Dawn News English,YouTube,6 hours ago,2023-12-31 12:21:14.152904,,https://www.youtube.com/watch%3Fv%3DRTDld9fAf2g&ved=2ahUKEwi6_9CkpbqDAxUPJTQIHcIjBcMQxfQBegQIBBAC&usg=AOvVaw3NFR06d3ZlBJgw7olsjMfw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Israel accuses UNRWA of covering up Hamas theft of Gazan humanitarian aid,All Israel News,6 hours ago,2023-12-31 12:21:14.166821,,https://allisrael.com/israel-accuses-unrwa-of-covering-up-hamas-theft-of-gazan-humanitarian-aid&ved=2ahUKEwi6_9CkpbqDAxUPJTQIHcIjBcMQxfQBegQIBhAC&usg=AOvVaw0SoTQGvrHypwS2akuXPPpy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Year In Review 2023: The pipeline of vital humanitarian aid from Milwaukee to Ukraine,Milwaukee Independent,7 hours ago,2023-12-31 11:21:14.179301,,http://www.milwaukeeindependent.com/articles/year-in-review-2023-the-pipeline-of-vital-humanitarian-aid-from-milwaukee-to-ukraine/&ved=2ahUKEwi6_9CkpbqDAxUPJTQIHcIjBcMQxfQBegQIAhAC&usg=AOvVaw0Q-PyZERLpDCWoOfj-AR6V,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Vigils take place across country in support of Gaza,RTE,1 hour ago,2023-12-31 17:21:14.784271,,https://www.rte.ie/news/dublin/2023/1231/1424257-gaza-protest/&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBxAC&usg=AOvVaw2ypnFa7szplMlnW8wDP3WU,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"GAZA LIVE BLOG - Israel Bombs Two Mosques in Central Gaza | Massacres in Nuseirat, Maghazi | Battles Continue in ...",Palestine Chronicle,2 hours ago,2023-12-31 16:21:14.797018,,https://www.palestinechronicle.com/gaza-live-blog-israel-bombs-two-mosques-in-central-gaza-massacres-in-nuseirat-maghazi-battles-continue-in-khan-younis-ansarallah-hit-more-ships-day-86/&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQICRAC&usg=AOvVaw34aMFnxmXvuZZHNLHdYGCY,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
John Pilger: Veteran journalist and Palestine supporter dies,Middle East Eye,3 hours ago,2023-12-31 15:21:14.809741,,https://www.middleeasteye.net/news/john-pilger-veteran-journalist-palestine-supporter-dies&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIAxAC&usg=AOvVaw2x5qBjVuTwcydWD5glDOer,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Injured Palestinian boy in Gaza no longer recognises his own face | Al Jazeera NewsFeed,YouTube,3 hours ago,2023-12-31 15:21:14.822148,,https://www.youtube.com/watch%3Fv%3D21dsdfvTtwc&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIABAC&usg=AOvVaw3wfXJUpvuJqtCRkaL8Rs__,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Walkout over weapons: British school students battle Gaza protest curbs,Al Jazeera,3 hours ago,2023-12-31 15:21:14.834711,,https://www.aljazeera.com/features/2023/12/31/walkout-weapon-british-school-students-battle-curbs-on-gaza-war-protests&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBhAC&usg=AOvVaw3x8_AJlUlCHHkhUg8Yewpz,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
'This is a struggle of land occupation': Over 300 unite at interfaith vigil in solidarity with Palestine,IOL,4 hours ago,2023-12-31 14:21:14.848633,,https://www.iol.co.za/news/south-africa/western-cape/this-is-a-struggle-of-land-occupation-over-300-unite-at-interfaith-vigil-in-solidarity-with-palestine-d317da20-036f-4bf7-b2ce-31ad686d7ccf&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBBAC&usg=AOvVaw1CZ9TLFcxeW4BXecuNH94M,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Israeli strike kills former Palestinian minister: agency,Arab News,5 hours ago,2023-12-31 13:21:14.862203,,https://www.arabnews.com/node/2434376/middle-east&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIARAC&usg=AOvVaw0bJEtcO9xSg_9S5bBQGpMX,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
NYPD braces for pro-Palestinian rally on New Year's Eve,Ynetnews,5 hours ago,2023-12-31 13:21:14.875031,,https://www.ynetnews.com/article/s1aztardt&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBRAC&usg=AOvVaw2uCFxXfZIXDgx3EDGE2z7v,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Pro-Palestine campaigners call for Gaza ceasefire on New Year’s Eve,Al Jazeera,6 hours ago,2023-12-31 12:21:14.890401,,https://www.aljazeera.com/news/2023/12/31/pro-palestine-campaigners-call-for-gaza-ceasefire-on-new-years-eve&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIAhAC&usg=AOvVaw0uotf6wvx-utXARJU_d2GF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Netanyahu says Israel must control Egypt-Gaza border zone,Middle East Eye,6 hours ago,2023-12-31 12:21:14.903155,,https://www.middleeasteye.net/news/gaza-war-israel-palestine-netanyahu-control-egypt-border-zone&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQICBAC&usg=AOvVaw0GPiMh_hDZ7_xVXUm_tTUG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Vigils take place across country in support of Gaza,RTE,1 hour ago,2023-12-31 17:21:14.784271,,https://www.rte.ie/news/dublin/2023/1231/1424257-gaza-protest/&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBxAC&usg=AOvVaw2ypnFa7szplMlnW8wDP3WU,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"GAZA LIVE BLOG - Israel Bombs Two Mosques in Central Gaza | Massacres in Nuseirat, Maghazi | Battles Continue in ...",Palestine Chronicle,2 hours ago,2023-12-31 16:21:14.797018,,https://www.palestinechronicle.com/gaza-live-blog-israel-bombs-two-mosques-in-central-gaza-massacres-in-nuseirat-maghazi-battles-continue-in-khan-younis-ansarallah-hit-more-ships-day-86/&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQICRAC&usg=AOvVaw34aMFnxmXvuZZHNLHdYGCY,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
John Pilger: Veteran journalist and Palestine supporter dies,Middle East Eye,3 hours ago,2023-12-31 15:21:14.809741,,https://www.middleeasteye.net/news/john-pilger-veteran-journalist-palestine-supporter-dies&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIAxAC&usg=AOvVaw2x5qBjVuTwcydWD5glDOer,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Injured Palestinian boy in Gaza no longer recognises his own face | Al Jazeera NewsFeed,YouTube,3 hours ago,2023-12-31 15:21:14.822148,,https://www.youtube.com/watch%3Fv%3D21dsdfvTtwc&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIABAC&usg=AOvVaw3wfXJUpvuJqtCRkaL8Rs__,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Walkout over weapons: British school students battle Gaza protest curbs,Al Jazeera,3 hours ago,2023-12-31 15:21:14.834711,,https://www.aljazeera.com/features/2023/12/31/walkout-weapon-british-school-students-battle-curbs-on-gaza-war-protests&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBhAC&usg=AOvVaw3x8_AJlUlCHHkhUg8Yewpz,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
'This is a struggle of land occupation': Over 300 unite at interfaith vigil in solidarity with Palestine,IOL,4 hours ago,2023-12-31 14:21:14.848633,,https://www.iol.co.za/news/south-africa/western-cape/this-is-a-struggle-of-land-occupation-over-300-unite-at-interfaith-vigil-in-solidarity-with-palestine-d317da20-036f-4bf7-b2ce-31ad686d7ccf&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBBAC&usg=AOvVaw1CZ9TLFcxeW4BXecuNH94M,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Israeli strike kills former Palestinian minister: agency,Arab News,5 hours ago,2023-12-31 13:21:14.862203,,https://www.arabnews.com/node/2434376/middle-east&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIARAC&usg=AOvVaw0bJEtcO9xSg_9S5bBQGpMX,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
NYPD braces for pro-Palestinian rally on New Year's Eve,Ynetnews,5 hours ago,2023-12-31 13:21:14.875031,,https://www.ynetnews.com/article/s1aztardt&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBRAC&usg=AOvVaw2uCFxXfZIXDgx3EDGE2z7v,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Pro-Palestine campaigners call for Gaza ceasefire on New Year’s Eve,Al Jazeera,6 hours ago,2023-12-31 12:21:14.890401,,https://www.aljazeera.com/news/2023/12/31/pro-palestine-campaigners-call-for-gaza-ceasefire-on-new-years-eve&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIAhAC&usg=AOvVaw0uotf6wvx-utXARJU_d2GF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Netanyahu says Israel must control Egypt-Gaza border zone,Middle East Eye,6 hours ago,2023-12-31 12:21:14.903155,,https://www.middleeasteye.net/news/gaza-war-israel-palestine-netanyahu-control-egypt-border-zone&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQICBAC&usg=AOvVaw0GPiMh_hDZ7_xVXUm_tTUG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Israel-Hamas war: Gaza conflict looms large for `many months` in 2024,WION,7 mins ago,2023-12-31 18:14:15.534613,,https://www.wionews.com/world/israel-hamas-war-gaza-conflict-looms-large-for-many-months-in-2024-675368&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIAxAC&usg=AOvVaw3aJhm6o7UJQjb89JZEpK7t,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
IRGC official attributes ongoing Gaza conflict to U.S.,Tehran Times,1 hour ago,2023-12-31 17:21:15.549816,,https://www.tehrantimes.com/news/493160/IRGC-official-attributes-ongoing-Gaza-conflict-to-U-S&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQICRAC&usg=AOvVaw0vOqb2HFc0mkCCplHgTvSV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Kaval brings down reoffending rate among children in conflict with law to 3.8%,The Hindu,3 hours ago,2023-12-31 15:21:15.562557,,https://www.thehindu.com/news/national/kerala/kaval-brings-down-reoffending-rate-among-children-in-conflict-with-law-to-38/article67692988.ece&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIBRAC&usg=AOvVaw3y_e2y6SqdSQifomc9ZmXV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Canada’s heated political conflict over carbon pricing to continue into 2024,Global News,4 hours ago,2023-12-31 14:21:15.575552,,https://globalnews.ca/news/10197463/carbon-pricing-political-conflict/&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIARAC&usg=AOvVaw2hAgOQiljXhpf90Q1Bjsws,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
US Muslims expand campaign launched against Biden over Gaza conflict,Middle East Monitor,4 hours ago,2023-12-31 14:21:15.590988,,https://www.middleeastmonitor.com/20231231-us-muslims-expand-campaign-launched-against-biden-over-gaza-conflict/&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIBxAC&usg=AOvVaw1PVf0-BkDbndJWleR7JLr1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Israel continues Gaza offensive as conflict enters 86th day,La Prensa Latina,4 hours ago,2023-12-31 14:21:15.603754,,https://www.laprensalatina.com/israel-continues-gaza-offensive-as-conflict-enters-86th-day/&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIABAC&usg=AOvVaw1lbWUpmx6Lag2-PgHF0eQX,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Unseen Footage: Israeli Soldiers Find Respite Amidst Gaza Conflict: A Glimpse into Moments of Rest |,YouTube,4 hours ago,2023-12-31 14:21:15.616501,,https://www.youtube.com/watch%3Fv%3DfPPskd9YhPg&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIBhAC&usg=AOvVaw0yEEiL04Mbsg7gqNNgyw7Q,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Poll shows many protesters severely uninformed about conflict,Ventura County Star,5 hours ago,2023-12-31 13:21:15.629271,,https://www.vcstar.com/story/opinion/2023/12/31/poll-shows-many-protesters-severely-uninformed-about-conflict/72058311007/&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQICBAC&usg=AOvVaw2xJBenJe5FM6zCGMKWXAVa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Year-Ender 2023: Top 10 wars & regional conflicts that dominated the world this year,The Times of India,5 hours ago,2023-12-31 13:21:15.644371,,https://timesofindia.indiatimes.com/videos/toi-original/year-ender-2023-top-10-wars-regional-conflicts-that-dominated-the-world-this-year/videoshow/106421950.cms&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIAhAC&usg=AOvVaw15vd-HP63Ks4u-b6skYAeI,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
TOP 10 Wars & Conflicts that Dominated 2023 | Year-Ender 2023 | Countdown to 2024 | New Year 2024,YouTube,5 hours ago,2023-12-31 13:21:15.659975,,https://www.youtube.com/watch%3Fv%3DDQGD5fgtPZ4&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIBBAC&usg=AOvVaw2pyDgp3_JwBr7gaaCDiT81,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Vigils take place across country in support of Gaza,RTE,1 hour ago,2023-12-31 17:21:14.784271,,https://www.rte.ie/news/dublin/2023/1231/1424257-gaza-protest/&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBxAC&usg=AOvVaw2ypnFa7szplMlnW8wDP3WU,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"GAZA LIVE BLOG - Israel Bombs Two Mosques in Central Gaza | Massacres in Nuseirat, Maghazi | Battles Continue in ...",Palestine Chronicle,2 hours ago,2023-12-31 16:21:14.797018,,https://www.palestinechronicle.com/gaza-live-blog-israel-bombs-two-mosques-in-central-gaza-massacres-in-nuseirat-maghazi-battles-continue-in-khan-younis-ansarallah-hit-more-ships-day-86/&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQICRAC&usg=AOvVaw34aMFnxmXvuZZHNLHdYGCY,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
John Pilger: Veteran journalist and Palestine supporter dies,Middle East Eye,3 hours ago,2023-12-31 15:21:14.809741,,https://www.middleeasteye.net/news/john-pilger-veteran-journalist-palestine-supporter-dies&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIAxAC&usg=AOvVaw2x5qBjVuTwcydWD5glDOer,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Injured Palestinian boy in Gaza no longer recognises his own face | Al Jazeera NewsFeed,YouTube,3 hours ago,2023-12-31 15:21:14.822148,,https://www.youtube.com/watch%3Fv%3D21dsdfvTtwc&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIABAC&usg=AOvVaw3wfXJUpvuJqtCRkaL8Rs__,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Walkout over weapons: British school students battle Gaza protest curbs,Al Jazeera,3 hours ago,2023-12-31 15:21:14.834711,,https://www.aljazeera.com/features/2023/12/31/walkout-weapon-british-school-students-battle-curbs-on-gaza-war-protests&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBhAC&usg=AOvVaw3x8_AJlUlCHHkhUg8Yewpz,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
'This is a struggle of land occupation': Over 300 unite at interfaith vigil in solidarity with Palestine,IOL,4 hours ago,2023-12-31 14:21:14.848633,,https://www.iol.co.za/news/south-africa/western-cape/this-is-a-struggle-of-land-occupation-over-300-unite-at-interfaith-vigil-in-solidarity-with-palestine-d317da20-036f-4bf7-b2ce-31ad686d7ccf&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBBAC&usg=AOvVaw1CZ9TLFcxeW4BXecuNH94M,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Israeli strike kills former Palestinian minister: agency,Arab News,5 hours ago,2023-12-31 13:21:14.862203,,https://www.arabnews.com/node/2434376/middle-east&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIARAC&usg=AOvVaw0bJEtcO9xSg_9S5bBQGpMX,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
NYPD braces for pro-Palestinian rally on New Year's Eve,Ynetnews,5 hours ago,2023-12-31 13:21:14.875031,,https://www.ynetnews.com/article/s1aztardt&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIBRAC&usg=AOvVaw2uCFxXfZIXDgx3EDGE2z7v,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Pro-Palestine campaigners call for Gaza ceasefire on New Year’s Eve,Al Jazeera,6 hours ago,2023-12-31 12:21:14.890401,,https://www.aljazeera.com/news/2023/12/31/pro-palestine-campaigners-call-for-gaza-ceasefire-on-new-years-eve&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQIAhAC&usg=AOvVaw0uotf6wvx-utXARJU_d2GF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Netanyahu says Israel must control Egypt-Gaza border zone,Middle East Eye,6 hours ago,2023-12-31 12:21:14.903155,,https://www.middleeasteye.net/news/gaza-war-israel-palestine-netanyahu-control-egypt-border-zone&ved=2ahUKEwi1gYSlpbqDAxUExuYEHX4ODQEQxfQBegQICBAC&usg=AOvVaw0GPiMh_hDZ7_xVXUm_tTUG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Israel-Hamas war: Gaza conflict looms large for `many months` in 2024,WION,7 mins ago,2023-12-31 18:14:15.534613,,https://www.wionews.com/world/israel-hamas-war-gaza-conflict-looms-large-for-many-months-in-2024-675368&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIAxAC&usg=AOvVaw3aJhm6o7UJQjb89JZEpK7t,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
IRGC official attributes ongoing Gaza conflict to U.S.,Tehran Times,1 hour ago,2023-12-31 17:21:15.549816,,https://www.tehrantimes.com/news/493160/IRGC-official-attributes-ongoing-Gaza-conflict-to-U-S&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQICRAC&usg=AOvVaw0vOqb2HFc0mkCCplHgTvSV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Kaval brings down reoffending rate among children in conflict with law to 3.8%,The Hindu,3 hours ago,2023-12-31 15:21:15.562557,,https://www.thehindu.com/news/national/kerala/kaval-brings-down-reoffending-rate-among-children-in-conflict-with-law-to-38/article67692988.ece&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIBRAC&usg=AOvVaw3y_e2y6SqdSQifomc9ZmXV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Canada’s heated political conflict over carbon pricing to continue into 2024,Global News,4 hours ago,2023-12-31 14:21:15.575552,,https://globalnews.ca/news/10197463/carbon-pricing-political-conflict/&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIARAC&usg=AOvVaw2hAgOQiljXhpf90Q1Bjsws,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
US Muslims expand campaign launched against Biden over Gaza conflict,Middle East Monitor,4 hours ago,2023-12-31 14:21:15.590988,,https://www.middleeastmonitor.com/20231231-us-muslims-expand-campaign-launched-against-biden-over-gaza-conflict/&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIBxAC&usg=AOvVaw1PVf0-BkDbndJWleR7JLr1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Israel continues Gaza offensive as conflict enters 86th day,La Prensa Latina,4 hours ago,2023-12-31 14:21:15.603754,,https://www.laprensalatina.com/israel-continues-gaza-offensive-as-conflict-enters-86th-day/&ved=2ahUKEwjjjLClpbqDAxX2JzQIHW5kCQ4QxfQBegQIABAC&usg=AOvVaw1lbWUpmx6Lag2-PgHF0eQX,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
